id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,main_artist,duration_min,hot100
14Pn9Vd2GKwQrVYADgCZ5l,You and I (Park Bom),54,234320,0,['2NE1'],['1l0mKo96Jh9HVYONcRl3Yp'],2010-09-09,0.661,0.784,8,-3.729,1,0.0513,0.018,0.0837,0.0844,0.689,161.838,4,2NE1,3.9053333333333335,False
1CSaCKPIp2yCIDL3t7Fyau,Barber: Adagio for Strings,60,537427,0,"['Samuel Barber', 'Sir Simon Rattle', 'Berliner Philharmoniker']","['4XDJurjQCnWLlE7KLZCT9x', '4GQwgdcDQwqtcHICjUNndp', '6uRJnvQ3f8whVnmeoecv5Z']",2010-01-18,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,3,Samuel Barber,8.957116666666666,False
30JyOfF64BNKVU0RCC3PNp,Hanepojad (Lumi tuli maha ja),12,89773,0,['Ülenurme Laulustuudio Lauljad'],['5bgdM6eUTIlQWEWQUv0xJU'],2010-09-20,0.759,0.183,0,-13.703,1,0.0376,0.747,0.0,0.0583,0.689,128.073,3,Ülenurme Laulustuudio Lauljad,1.4962166666666668,False
3gi1kqK7Oj9mp7jHTqdBxH,Bipolaridad,37,207280,0,['Señor Mostaza'],['1J1zdankTTXPqvtnhsn4gD'],2010-11-25,0.589,0.853,2,-4.72,1,0.056,0.0242,7.63e-06,0.168,0.769,126.472,4,Señor Mostaza,3.4546666666666668,False
3NON2M9rcmh64oj58lKLnE,Strašidýlko Emílek,26,156253,0,['Dagmar Patrasová'],['5fzloqqiK1SuSPVeKNRG3l'],2010-04-23,0.624,0.678,2,-7.315,1,0.0584,0.389,0.0,0.255,0.949,150.452,4,Dagmar Patrasová,2.604216666666667,False
6mmGbsCqf5e8vxv1WodYIG,Yathe Yathe,57,344360,0,['G. V. Prakash'],['5VVN3xZw1i2qihfITZlvCZ'],2010-11-08,0.448,0.607,9,-4.606,0,0.0611,0.791,0.0,0.0888,0.484,139.509,4,G. V. Prakash,5.739333333333334,False
3gzLKHfrg1ElarRLsrRp65,Slåttetid,29,200800,0,['F.a.k.s'],['0b5IsMuqRQBcBV6PJcKdhN'],2010-09-06,0.562,0.882,7,-3.718,1,0.0401,0.265,0.0,0.268,0.871,110.003,4,F.a.k.s,3.3466666666666667,False
6MREYRH2mfdERQFjGEwYkm,インスタントラジオ,39,248333,0,['SEKAI NO OWARI'],['7HwzlRPa9Ad0I8rK0FPzzK'],2010-04-07,0.496,0.929,7,-4.12,1,0.0412,0.00118,0.00026,0.274,0.726,100.008,4,SEKAI NO OWARI,4.138883333333333,False
2xYnYTANZyWZzNjqzB7R6g,Láska v housce,40,219080,0,"['XINDL X', 'Olga Lounova']","['2pQJyBmoLjRouM3bg8doKu', '54QmrKYac7fH0EHiTX8oyg']",2010-10-08,0.802,0.767,10,-7.109,0,0.0429,0.109,0.000261,0.0624,0.577,108.058,4,XINDL X,3.6513333333333335,False
64tuGTDoXwxo1WVLwY10wZ,The Future,35,210320,0,['The Van Jets'],['4FTPrxr5zwdfmh46OLnNhn'],2010-02-28,0.244,0.808,0,-3.657,1,0.0445,0.00104,0.00944,0.351,0.44,130.372,3,The Van Jets,3.505333333333333,False
7wd6EtbEb2OEH29BMFqufG,Love in Brasil,37,220369,0,['Andreea Banica'],['1MRQV5l5n4ax84U6CQljVq'],2010-06-11,0.632,0.961,5,-4.692,1,0.0394,0.014,0.535,0.877,0.858,127.989,4,Andreea Banica,3.672816666666667,False
1hbjib8Yw9SzAOJ9NoOg6i,Throat Full Of Glass,43,287587,0,['Combichrist'],['5556RAgwP70PnXbaUTGNbR'],2010-08-27,0.627,0.694,8,-6.833,1,0.0558,0.0019,1.38e-05,0.392,0.34,99.988,4,Combichrist,4.793116666666666,False
4NRL3fGTvWLJGnaui6Afki,Usame,34,234737,0,['Guidman Camposeco'],['2zyHxDQ6LfjWuy87XpXVB5'],2010-05-01,0.807,0.56,10,-6.486,1,0.0306,0.416,0.0,0.0494,0.946,129.921,4,Guidman Camposeco,3.9122833333333333,False
3Eqe0yeDWicGdBeD56OEDm,Naan Romba,38,245933,0,['Ranjith Govind'],['7zFlr6Y537SdALqy0Xfvth'],2010-12-20,0.777,0.928,4,-4.1,0,0.206,0.148,0.0,0.292,0.954,130.054,4,Ranjith Govind,4.098883333333333,False
5bFiusRTGe654D56otlCLT,Sex Med Min Ex,37,158267,0,['Julian'],['1Erel56JMo66cm9agIsV9P'],2010-04-12,0.63,0.987,0,-4.407,1,0.143,0.0193,2.43e-06,0.309,0.514,139.968,4,Julian,2.637783333333333,False
5XinCX3hBRHklmtqSOWQFV,Chef,35,197253,0,['Bligg'],['1q4LHoD7IzquqGQR4YZRQr'],2010-10-22,0.642,0.877,9,-4.315,0,0.0469,0.0742,0.0,0.016,0.942,144.991,4,Bligg,3.28755,False
6Ks1R7IMggqvG0o6U02PBQ,Consagração à Nossa Senhora - Ao Vivo,48,237893,0,['Padre Hewaldo Trevisan'],['3qmfYCTadMxjh2f3Fpy6WM'],2010-07-05,0.281,0.603,9,-7.199,1,0.0329,0.609,0.0,0.968,0.354,171.96,3,Padre Hewaldo Trevisan,3.9648833333333333,False
7Edh8xsa1KsjzYpDwyfUHK,Niðrá Strönd,24,183480,0,['Prins Póló'],['3SCvYjD7RLGzPh0ZtUqw66'],2010-11-01,0.951,0.347,2,-9.748,1,0.291,0.885,0.15,0.327,0.634,102.023,4,Prins Póló,3.058,False
57i8Ffi6kHdBCwcBZ5gqLS,Roh Kudus Kau Hadir Disini,44,124173,0,['Gloria Trio'],['56a625zOjD8ObnAXLsmV2L'],2010-03-20,0.633,0.654,4,-6.245,1,0.0351,0.567,0.000981,0.582,0.32,137.927,4,Gloria Trio,2.06955,False
6I9J7S7yA2MKiDuKpIP8lD,Hulagu Khan's Il Khanate Ulus,0,117996,0,['Aka Odko'],['73co6C3WdTztrHsdcFdiAJ'],2010-11-20,0.687,0.429,0,-10.199,1,0.068,0.217,0.886,0.112,0.578,169.88,4,Aka Odko,1.9666,False
4AYX69oFP3UOS1CFmV9UfO,Bottoms Up (feat. Nicki Minaj),74,242013,1,"['Trey Songz', 'Nicki Minaj']","['2iojnBLj0qIMiKPvVhLnsH', '0hCNtLu0JehylgoiP8L4Gh']",2010-09-14,0.844,0.601,1,-5.283,1,0.157,0.0205,0.0,0.385,0.331,73.989,4,Trey Songz,4.03355,False
3LsFhUSN81Ge7162knVfH6,Goodbye My Friend(グッバイ・マイ・フレンド),35,178160,0,['Cécile Corbel'],['4mVQMbJAHOazLrBmgpgB8M'],2010-07-14,0.644,0.179,0,-18.093,1,0.0297,0.733,4.55e-06,0.0985,0.238,108.032,3,Cécile Corbel,2.969333333333333,False
5alzmkzsRYR34iswlNhUcK,Estar Contigo,58,262933,0,"['Alex, Jorge Y Lena']",['1Ek9jyT3RHHP5sJQRTwf2U'],2010-09-21,0.499,0.566,2,-7.553,1,0.0323,0.292,0.0,0.156,0.413,78.454,4,"Alex, Jorge Y Lena",4.382216666666666,False
3FB9L9B4YYuMcXIoF41Cpw,Let Them Talk,37,227554,0,['Mr. Vegas'],['1pmixngtBJleMrGUG5o8DE'],2010-04-13,0.861,0.807,0,-3.823,1,0.0636,0.123,0.0,0.0986,0.843,101.989,4,Mr. Vegas,3.7925666666666666,False
1ewYoK8HL3Rflxyrjo1CAY,An Irish Pub Song,55,202133,0,['The Rumjacks'],['0w2KUuMj7dvP8dV4tzoltd'],2010-09-22,0.63,0.848,2,-3.463,1,0.0373,0.0761,3.99e-06,0.37,0.738,147.009,4,The Rumjacks,3.3688833333333332,False
5tqs9XwwVnxj2VjY4ypoZv,เก็บเอาไว้,23,259017,0,['เอิร์น'],['5alcLfLwMTvt0uY27KTfaz'],2010-01-05,0.701,0.364,7,-10.315,1,0.0265,0.6,0.0,0.132,0.361,81.954,4,เอิร์น,4.31695,False
2fUxb1BQXS5BvamV4TOUj6,Vou me lembrar,41,305147,0,['Resgate'],['1Kaf4B6XHMA4agtMO1wzrf'],2010-06-01,0.358,0.693,5,-5.976,1,0.0329,0.00459,1.14e-06,0.1,0.363,115.583,4,Resgate,5.0857833333333335,False
7mQxnPIvw0V7LWFoHBF8uZ,Long Gone and Moved On,43,257120,0,['The Script'],['3AQRLZ9PuTAozP28Skbq8V'],2010-09-13,0.579,0.814,2,-4.802,1,0.0278,0.0161,0.0,0.384,0.652,137.947,4,The Script,4.285333333333333,False
1keZKS0G01SzKwLgnVivqE,(You're My) Soul And Inspiration,0,182254,0,['Smashlouse'],['0xcPljJ2pNCAcqT8c6SWnC'],2010-07-01,0.487,0.465,11,-8.588,1,0.0252,0.141,0.0,0.155,0.413,90.996,4,Smashlouse,3.0375666666666667,False
2HkbPwcNRj4KXTOythLyLi,En haluu kuolla tänä yönä,38,225067,0,['Jenni Vartiainen'],['6PP1ZiMzBbTeRqGvhr3pV9'],2010-03-29,0.555,0.792,11,-6.333,1,0.0428,0.0073,0.0,0.109,0.553,113.012,4,Jenni Vartiainen,3.751116666666667,False
7GS3a7r7VvrWF6GIkigS29,馬戲團公約,39,191387,0,['Katncandix2'],['3bnBRciC7Gz8urBu9gEQAw'],2010-05-14,0.582,0.788,2,-3.831,1,0.0361,0.00804,1.35e-05,0.0414,0.631,148.037,4,Katncandix2,3.189783333333333,False
4OsP34HIoxIcyXg7MbFcAO,3000 Days,0,533185,1,['Zydrate'],['4ot1riPUyxVziYww4gmZQ1'],2010-10-30,0.248,0.533,0,-15.27,0,0.232,0.000297,0.286,0.37,0.0394,79.658,4,Zydrate,8.886416666666667,False
305ayg5E2vWAIeIPLR4qJJ,La quiero a ella,52,181320,0,['La Champions Liga'],['4osqF39bEPXPsJfVUXeCh3'],2010-02-07,0.659,0.624,7,-4.2,1,0.0732,0.216,0.0,0.136,0.83,180.159,4,La Champions Liga,3.022,False
5cUkBPwI6vx5orkMVbi1Qr,Chazak!,34,269107,0,['Avraham Fried'],['5GCh3ZazIVWg8eKb5Akv0q'],2010-11-03,0.578,0.93,9,-6.186,0,0.0443,0.536,3.41e-06,0.409,0.892,174.858,4,Avraham Fried,4.485116666666666,False
4J9n7thOdqi8gxRGNyQoVC,Gal Mitthi Mitthi,53,255907,0,"['Amit Trivedi', 'Tochi Raina']","['7HCqGPJcQTyGJ2yqntbuyr', '6k6dimE4a6OFnD0HWmkIUW']",2010-07-05,0.906,0.699,0,-5.526,1,0.0462,0.13,0.0165,0.178,0.938,129.946,4,Amit Trivedi,4.265116666666667,False
5Jpv4NDa0zl9ZXGuvspINy,Musica,42,219292,0,['Fly Project'],['2Rum2rwDio2My0Md24m3Oa'],2011-02-14,0.842,0.756,9,-5.822,0,0.162,0.0156,1.22e-05,0.0834,0.379,127.887,4,Fly Project,3.6548666666666665,False
6JULWULk2iLzF0GuynMyFl,那誰,44,247547,0,['William So'],['2oK5cSlJAH5s2Kx5e1zcvh'],2011-07-01,0.654,0.553,1,-5.532,0,0.0304,0.68,0.0,0.122,0.391,117.979,4,William So,4.125783333333334,False
1e3UNffJi2RPsGFDUghxk7,ワールズエンド・ダンスホール(ROCKETMAN remix),36,279727,0,['wowaka'],['65MYE6R7PCyVAhHrQploNT'],2011-12-07,0.481,0.916,1,-2.91,1,0.15,0.0024,0.0025,0.0571,0.61,171.07,4,wowaka,4.662116666666667,False
4J5g4QQFvR1rZTyo4UslLb,Webaba,27,587640,0,['Culoe De Song'],['69vFBZxQu4TQ4ZDOI9L6KR'],2011-03-18,0.767,0.753,4,-9.329,1,0.0866,0.0173,0.277,0.153,0.515,121.998,4,Culoe De Song,9.794,False
0x0lwNGDFjkdYs9cUMdpHs,Blues,27,284453,0,['Sunset Rollercoaster'],['7BqRcZsHYYQeqMAOp7e532'],2011-09-22,0.331,0.818,9,-7.949,1,0.0459,0.0204,0.518,0.354,0.437,123.799,4,Sunset Rollercoaster,4.740883333333334,False
4OoZOAGPA8ZQe2xrAa9aMQ,Bombay Ponnu,36,234823,0,"['Mamta Sharma', 'M.L.R. Karthikeyan', 'Senthil Dass']","['0RMsiUCTjsdGjoKyhEm8Y4', '1urtr0Wr3oFJVeTMF2aqPm', '4TTs2WcxJN7SHkit06rSMg']",2011-09-05,0.806,0.941,4,-7.314,0,0.0429,0.0847,0.853,0.0969,0.878,130.014,4,Mamta Sharma,3.9137166666666667,False
0HHHBwbV4mFVg6WQZrdoK7,Little Monkey Rides on the Little Donkey,33,226240,0,['Sunset Rollercoaster'],['7BqRcZsHYYQeqMAOp7e532'],2011-09-22,0.598,0.589,9,-9.205,1,0.0249,0.83,0.189,0.15,0.59,105.493,4,Sunset Rollercoaster,3.7706666666666666,False
0Zqr02wjOJURI5zwAsd6eL,Happy Endings,52,176240,0,['Sticky Fingers'],['3ZGr7nQBXDU2WhyXgRVbt0'],2011-12-20,0.799,0.569,5,-6.558,1,0.0416,0.555,0.0,0.232,0.611,127.952,4,Sticky Fingers,2.937333333333333,False
0zjSxjzaQAqT6d3hS1qHeg,Talkin' to the Wall,0,150160,0,['Bill Anderson'],['0gWNSMYCSHF4wxIs1XTSDh'],2011-06-13,0.607,0.317,10,-14.231,1,0.0286,0.779,6.32e-06,0.0863,0.678,131.865,4,Bill Anderson,2.502666666666667,False
35r2D3oTBkr33rLYWvfGwJ,113 officerare,48,256480,0,['Stefan Andersson'],['4yBfxwfLaloRqynwFrXONV'],2011-03-01,0.679,0.44,11,-9.9,0,0.0508,0.696,0.0,0.0914,0.484,118.62,4,Stefan Andersson,4.274666666666667,False
0QOjeKqnILeNOByMjoi9Ex,Un cocomero tondo tondo,38,214544,0,['Le Piccole Ore'],['4pnaQ3ffoPwY5sexngF8eD'],2011-03-01,0.891,0.418,7,-17.605,1,0.271,0.145,0.0,0.681,0.83,131.021,4,Le Piccole Ore,3.5757333333333334,False
5uygRQujXKbikxJdLYFmRw,Berdua Bersatu,30,221075,0,['FORTEEN'],['0HAnGLbEJN7LlLdJgpy6XP'],2011-03-04,0.556,0.78,5,-3.674,0,0.024,0.373,0.0,0.119,0.493,91.947,4,FORTEEN,3.6845833333333333,False
7hkbN0EGvWTLxgiauS3hAm,Gone Blue - 2004 Remaster,2,194973,0,['Edgar Broughton Band'],['3vq20FWRCImmgoatehNMmg'],2011-01-17,0.643,0.585,2,-10.62,1,0.0354,0.000129,0.00873,0.0975,0.761,139.936,4,Edgar Broughton Band,3.24955,False
7nSJ0oOe2MzyhCIfm3wJW3,Criticarem les noves modes de pentinats,43,366933,0,['Manel'],['40tHhop0T30DwienQBmTxb'],2011-03-15,0.544,0.309,4,-10.68,1,0.0275,0.552,0.00144,0.0994,0.151,99.898,4,Manel,6.11555,False
6dEnAnCa0ClXhifTKyfB7k,One Wish,33,327000,0,['EXILE'],['6zGmypGQUBXD4ZC9EbfMme'],2011-03-09,0.57,0.625,0,-7.101,1,0.0439,0.076,0.0,0.693,0.491,88.985,4,EXILE,5.45,False
3cUxncrTWSA9lhlQbuIwUY,Stuck on the puzzle,66,211053,0,['Alex Turner'],['1ctkBmvz80MGyi72Ix055S'],2011-03-14,0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,4,Alex Turner,3.51755,False
4rl8jadxWs4sn1CLYWAwT0,Acıtmışım Canını Sevdikçe,46,333253,0,['Sezen Aksu'],['64d1rUxfizSAOE9UbMnUZd'],2011-05-23,0.526,0.398,6,-10.375,0,0.0352,0.399,3.13e-05,0.247,0.537,140.04,4,Sezen Aksu,5.554216666666667,False
3AZNCwqlArRprjAy0daeyz,Крылья,34,215470,0,['Alai Oli'],['4snI0qikpQST1U1VWAxEY6'],2011-12-01,0.57,0.744,1,-6.012,0,0.255,0.12,2.02e-05,0.174,0.465,190.309,4,Alai Oli,3.5911666666666666,False
30eaJSKH0UiTyH6d9JRHS6,さよならメモリーズ,38,368373,0,['supercell'],['4Mc3zbnQx4wRb0tYg7A8sG'],2011-03-16,0.439,0.828,11,-4.126,1,0.0581,0.0238,0.0,0.149,0.419,159.868,4,supercell,6.13955,False
6oMCbuCGvSDWsVJdznassw,好的事情,47,263107,0,['Yen-J'],['2GzmpDXimCEph6SAw4YdNi'],2011-05-27,0.491,0.463,9,-6.91,1,0.0263,0.525,0.0,0.345,0.245,150.101,4,Yen-J,4.385116666666667,False
4M7et74TX7piQLfhcNOpf8,Reinventar / Pra Ver o Sol Brilhar - Ao Vivo,47,359200,0,['Belo'],['7hLjkyL9Pz9xtQNahzJZki'],2011-11-28,0.458,0.742,1,-7.447,0,0.0721,0.641,0.0,0.811,0.578,164.006,4,Belo,5.986666666666666,False
