id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,main_artist,duration_min,hot100
17X2tSzibD9n9QRjdExcWT,Fly Over States,63,218200,0,['Jason Aldean'],['3FfvYsEGaIb52QPXhg4DcH'],2010-11-02,0.487,0.736,7,-3.269,1,0.0326,0.069,0.0,0.114,0.184,81.587,4,Jason Aldean,3.6366666666666667,True
7awFBRzXpFoy8YIm9zOb5s,Dirt Road Anthem,55,229413,0,['Jason Aldean'],['3FfvYsEGaIb52QPXhg4DcH'],2010-11-02,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,4,Jason Aldean,3.82355,True
3MGJF1CDFGfjXESL2Heva0,F**kin' Perfect,65,213413,1,['P!nk'],['1KCSPY1glIKqW2TotWuXOR'],2010-11-12,0.57,0.646,7,-4.748,1,0.0331,0.0412,0.0,0.362,0.485,91.954,4,P!nk,3.5568833333333334,True
3ZdJffjzJWFimSQyxgGIxN,Just A Dream,75,237800,0,['Nelly'],['2gBjLmx6zQnFGQJCAQpRgw'],2010-11-12,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,4,Nelly,3.9633333333333334,True
5Lm8wha7kmEuqyjJ237HNM,Cheers (Drink To That),57,261747,0,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2010-11-16,0.572,0.913,9,-3.626,1,0.0425,0.018,0.0,0.293,0.724,79.986,4,Rihanna,4.36245,True
0C4ejWmOTMv8vuYj85mf8m,S&M,76,243533,0,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2010-11-16,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,4,Rihanna,4.058883333333333,True
5FTCKvxzqy72ceS4Ujux4N,What's My Name?,70,263173,0,"['Rihanna', 'Drake']","['5pKCCKE2ajJHZ9KAiaK11H', '3TVXtAsR1Inumwj472S9r4']",2010-11-16,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,4,Rihanna,4.386216666666667,True
3pYDZTJM2tVBUhIRifWVzI,Blow,66,219973,0,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],2010-11-19,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,4,Kesha,3.6662166666666667,True
3LUWWox8YYykohBbHUrrxd,We R Who We R,74,204760,0,['Kesha'],['6LqNN22kT3074XbTVUrhzX'],2010-11-19,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,4,Kesha,3.4126666666666665,True
22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,77,299613,1,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],2010-11-22,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,4,Kanye West,4.99355,True
3hlksXnvbKogFdPbpO9vel,Super Bass,80,200013,1,['Nicki Minaj'],['0hCNtLu0JehylgoiP8L4Gh'],2010-11-22,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,4,Nicki Minaj,3.33355,True
0JXXNGljqupsJaZsgSbMZV,Sure Thing,80,195373,0,['Miguel'],['360IAlyVv4PCEVjgyMZrxK'],2010-11-26,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,4,Miguel,3.2562166666666665,True
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",84,216773,0,['Train'],['3FUY2gzHeIiaesXtOAdB7A'],2010-12-01,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4,Train,3.6128833333333334,True
70tFuqBcduJv15bEnOPRTh,My Last,59,254120,1,"['Big Sean', 'Chris Brown']","['0c173mlxpT3dSFRgMO8XPh', '7bXgB6jMjp9ATFy66eO08Z']",2011-01-01,0.387,0.773,8,-5.685,1,0.17,0.098,0.0,0.209,0.368,78.629,4,Big Sean,4.235333333333333,True
0Nu9WA8kEbBWEsay2s8Q0U,Even If It Breaks Your Heart,69,220520,0,['Eli Young Band'],['6eKWqnckwdIlSnjaYgIyxv'],2011-01-01,0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,4,Eli Young Band,3.675333333333333,True
1nVLAEzhBXMJLR5zAl90Nl,Crazy Girl,69,200707,0,['Eli Young Band'],['6eKWqnckwdIlSnjaYgIyxv'],2011-01-01,0.366,0.651,4,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,3,Eli Young Band,3.3451166666666667,True
1ZOROX1KhC9xipkXFCxeDf,How To Love,62,240307,0,['Lil Wayne'],['55Aa2cqylxrFIXC767Z865'],2011-01-01,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,4,Lil Wayne,4.005116666666667,True
0s019O8KwLXkPSSV609qEE,6 Foot 7 Foot,65,248587,1,"['Lil Wayne', 'Cory Gunz']","['55Aa2cqylxrFIXC767Z865', '7BAaznGSsqcksud4R5ou5z']",2011-01-01,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,4,Lil Wayne,4.143116666666667,True
6scLpQdeXFZpHmDu0ZBu2T,Club Can't Handle Me,37,232133,0,"['Flo Rida', 'David Guetta']","['0jnsk9HBra6NMjO2oANoPY', '1Cs0zKBU1kc0i8ypK3B9ai']",2011-01-01,0.605,0.844,0,-3.958,1,0.0312,0.00302,0.0,0.263,0.503,128.002,4,Flo Rida,3.8688833333333332,True
51blPK2vZ4YHZOofqO2ed2,Billionaire,34,210547,0,"['Travie McCoy', 'Bruno Mars']","['7o9Nl7K1Al6NNAHX6jn6iG', '0du5cEVh5yTK9QJze8zA0C']",2011-01-01,0.628,0.737,6,-4.678,0,0.223,0.342,0.0,0.187,0.593,86.805,4,Travie McCoy,3.509116666666667,True
4VySpxhRGy32u5zPCprzDn,Too Close,63,256613,0,['Alex Clare'],['5Tf4EH8tDvznnjULcFxkIl'],2011-01-01,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027,4,Alex Clare,4.276883333333333,True
05ZACkzW8YbRq3eFgIfSNB,Springsteen,75,263387,0,['Eric Church'],['2IvkS5MXK0vPGnwyJsrEyV'],2011-01-01,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104.023,4,Eric Church,4.389783333333333,True
2fQxE0jVrjNMT9oJAXtSJR,Domino,75,231840,0,['Jessie J'],['2gsggkzM5R49q6jpPvazou'],2011-01-01,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,4,Jessie J,3.864,True
5zpDHEU12zATwLGvozxPw2,Lighters,70,303813,1,"['Bad Meets Evil', 'Bruno Mars']","['77IURH5NC56Jn09QHi76is', '0du5cEVh5yTK9QJze8zA0C']",2011-01-01,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,4,Bad Meets Evil,5.06355,True
3TcL0dyCMyr0kyTTc4NLgI,Who Says,76,195613,0,['Selena Gomez & The Scene'],['6dJeKm76NjfXBNTpHmOhfO'],2011-01-01,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,4,Selena Gomez & The Scene,3.2602166666666665,True
3C0nOe05EIt1390bVABLyN,On The Floor,75,284867,0,"['Jennifer Lopez', 'Pitbull']","['2DlGxzQSjYe5N6G9nkYghR', '0TnOYISbd1XYRBk9myaseg']",2011-01-01,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,4,Jennifer Lopez,4.7477833333333335,True
2fTsFCKRFQ5M0igJgabnLA,Price Tag,73,223053,0,"['Jessie J', 'B.o.B']","['2gsggkzM5R49q6jpPvazou', '5ndkK3dpZLKtBklKjxNQwT']",2011-01-01,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,4,Jessie J,3.71755,True
7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,74,262147,0,"['LMFAO', 'Lauren Bennett', 'GoonRock']","['3sgFRtyBnxXD5ESfmbK4dl', '2jLE4BoXHriQ96JagEtiDP', '53sIBaVjXQhfH89Vu6nEGh']",2011-01-01,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,4,LMFAO,4.369116666666667,True
70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,69,199480,0,['LMFAO'],['3sgFRtyBnxXD5ESfmbK4dl'],2011-01-01,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,4,LMFAO,3.324666666666667,True
0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,79,188453,0,['Selena Gomez & The Scene'],['6dJeKm76NjfXBNTpHmOhfO'],2011-01-01,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,4,Selena Gomez & The Scene,3.1408833333333335,True
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,81,244885,0,"['Gotye', 'Kimbra']","['2AsusXITU8P25dlRNhcAbG', '6hk7Yq1DU9QcCCrz9uc0Ti']",2011-01-01,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,4,Gotye,4.081416666666667,True
0f1svjHSiaCJif6noKKVHa,Wanted,57,228840,0,['Hunter Hayes'],['7H6dkUChT5EoOQtUVMg4cN'],2011-01-01,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,169.784,4,Hunter Hayes,3.814,True
5EcpuCZ75oXmU5j0Hqoyys,Just The Way You Are,43,220293,0,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],2011-01-01,0.636,0.847,5,-5.417,1,0.0439,0.0132,0.0,0.105,0.455,109.028,4,Bruno Mars,3.67155,True
01v2iOCnr4HDb1nUJLZods,Glad You Came,61,197936,0,['The Wanted'],['2NhdGz9EDv2FeUw6udu2g1'],2011-01-01,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,4,The Wanted,3.2989333333333333,True
6rbhWExtuchhpLC5fHnB8n,Motivation,63,230560,0,"['Kelly Rowland', 'Lil Wayne']","['3AuMNF8rQAKOzjYppFNAoB', '55Aa2cqylxrFIXC767Z865']",2011-01-01,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,4,Kelly Rowland,3.8426666666666667,True
66cIVXwMJQKw4GnxIiCeP2,She Will,57,305840,1,"['Lil Wayne', 'Drake']","['55Aa2cqylxrFIXC767Z865', '3TVXtAsR1Inumwj472S9r4']",2011-01-01,0.364,0.841,8,-4.831,1,0.119,0.000402,0.0,0.242,0.0841,100.14,5,Lil Wayne,5.097333333333333,True
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,73,205347,0,['Demi Lovato'],['6S2OmqARrzebs0tKUEyXyp'],2011-01-01,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,4,Demi Lovato,3.42245,True
608a1wIsSd5KzMEqm1O7w3,I'm On One,69,296147,1,"['DJ Khaled', 'Drake', 'Rick Ross', 'Lil Wayne']","['0QHgL1lAIqAw0HtD7YldmP', '3TVXtAsR1Inumwj472S9r4', '1sBkRIssrMs1AbVkOJbc7a', '55Aa2cqylxrFIXC767Z865']",2011-01-01,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,4,DJ Khaled,4.935783333333333,True
17f8WgDVh2ZIIMLUBCYUFh,Airplanes,41,181120,0,"['B.o.B', 'Hayley Williams']","['5ndkK3dpZLKtBklKjxNQwT', '6Rx1JKzBrSzoKQtmbVmBnM']",2011-01-01,0.415,0.876,6,-4.319,0,0.26,0.101,0.0,0.0341,0.367,93.019,4,B.o.B,3.018666666666667,True
4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,78,228093,1,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,Adele,3.80155,True
3bNv3VuUOKgrf5hu3YcuRo,Someone Like You,80,285240,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,Adele,4.754,True
5mFMb5OHI3cN0UjITVztCj,Rumour Has It,65,223267,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,4,Adele,3.7211166666666666,True
3di5hcvxxciiqwMH1jarhY,Set Fire to the Rain,76,242974,0,['Adele'],['4dpARuHxo51G3z768sgnrY'],2011-01-24,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,Adele,4.049566666666666,True
70ATm56tH7OrQ1zurYssz0,I Need A Doctor,72,283733,1,"['Dr. Dre', 'Eminem', 'Skylar Grey']","['6DPYiyq5kWVQS4RGwxzPC7', '7dGJo4pcD2V6oG8kP0tJRR', '4utLUGcTvOJFr6aqIJtYWV']",2011-02-01,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4,Dr. Dre,4.728883333333333,True
2TAcwD5KcV9uY3O1tLGV15,Are You Gonna Kiss Me Or Not,66,184920,0,['Thompson Square'],['0Bvs8yPjrQSbmVIRqSg1Sp'],2011-02-08,0.485,0.701,8,-3.807,1,0.0288,0.039,0.0,0.0977,0.613,151.948,4,Thompson Square,3.082,True
4pFvEWbjBpPUdYRQly0THs,Today Was A Fairytale,57,242480,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2011-02-15,0.491,0.703,7,-4.5,1,0.0319,0.0307,5.72e-06,0.167,0.344,157.988,4,Taylor Swift,4.041333333333333,True
4NTWZqvfQTlOMitlVn6tew,The Show Goes On,73,239613,1,['Lupe Fiasco'],['01QTIT5P1pFP3QnnFSdsJf'],2011-03-04,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,4,Lupe Fiasco,3.99355,True
2z4U9d5OAA4YLNXoCgioxo,What the Hell,77,220707,0,['Avril Lavigne'],['0p4nmQO2msCgU4IF37Wi3j'],2011-03-08,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,4,Avril Lavigne,3.67845,True
7ueP5u2qkdZbIPN2YA6LR0,Sail,74,259093,0,['AWOLNATION'],['4njdEjTnLfcGImKZu1iSrz'],2011-03-15,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,4,AWOLNATION,4.318216666666666,True
2QtxlzvSBONjs1bDC34ixs,Yeah 3x,71,241667,1,['Chris Brown'],['7bXgB6jMjp9ATFy66eO08Z'],2011-03-22,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,4,Chris Brown,4.027783333333334,True
3dhvQUA0NyrAea4vQ7X6Gn,She Ain't You,59,248107,0,['Chris Brown'],['7bXgB6jMjp9ATFy66eO08Z'],2011-03-22,0.634,0.716,2,-6.502,1,0.128,0.0341,0.0,0.0877,0.619,91.039,4,Chris Brown,4.135116666666667,True
5cCAZS9VhLGEDV4NCfieeg,I Wanna Go,68,210267,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2011-03-28,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,4,Britney Spears,3.50445,True
38iU2jg98IZZEIJPrP7aWD,Till the World Ends,68,237947,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2011-03-28,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,4,Britney Spears,3.9657833333333334,True
7Dyq1bhhjknLKEGg4k5NLr,Hold It Against Me,62,228827,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2011-03-28,0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.973,4,Britney Spears,3.8137833333333333,True
53DB6LJV9B8sz0p1s6tlGS,Roll Up,65,227773,1,['Wiz Khalifa'],['137W8MRPWKqSmrBGDBFSop'],2011-03-29,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,5,Wiz Khalifa,3.7962166666666666,True
5A6OHHy73AR5tLxgTc98zz,Black and Yellow,76,217667,1,['Wiz Khalifa'],['137W8MRPWKqSmrBGDBFSop'],2011-03-29,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,4,Wiz Khalifa,3.6277833333333334,True
0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,75,246587,0,['Christina Perri'],['7H55rcKCfwqkyDFH9wpKM6'],2011-05-10,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,4,Christina Perri,4.109783333333334,True
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,85,239600,0,['Foster The People'],['7gP3bB2nilZXLfPHJhMdvc'],2011-05-23,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,Foster The People,3.993333333333333,True
57F80059mWaWFvWG3tBTbO,The Edge Of Glory,68,320547,0,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],2011-05-23,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,4,Lady Gaga,5.34245,True
1ADciGUxOaUbBFd0rpYx7d,You And I,62,307360,0,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],2011-05-23,0.521,0.701,2,-5.238,1,0.0458,0.0892,0.0,0.0876,0.518,127.087,4,Lady Gaga,5.1226666666666665,True
30XU4suKzCeoCK9YFzdufg,Born This Way,74,260253,0,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],2011-05-23,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,4,Lady Gaga,4.33755,True
03IdmP4frla6BCFZH6rkaF,God Gave Me You,49,229533,0,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],2011-07-12,0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,4,Blake Shelton,3.82555,True
0U3xEfWLX4slslHJaAorSw,Honey Bee,49,210720,0,['Blake Shelton'],['1UTPBmNbXNTittyMJrNkvw'],2011-07-12,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,4,Blake Shelton,3.512,True
61LtVmmkGr8P9I2tSPvdpf,Teach Me How to Dougie,70,237480,1,['Cali Swag District'],['1EeArivTpzLNCqubV95255'],2011-07-12,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,4,Cali Swag District,3.958,True
0yD66650JxhqKbW76C2qCo,Country Girl (Shake It For Me),71,225560,0,['Luke Bryan'],['0BvkDsjIUla7X0k6CSWh1I'],2011-08-09,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,4,Luke Bryan,3.759333333333333,True
3b7CDTKB0SRTmQ6ytYi5vZ,Drunk On You,65,213547,0,['Luke Bryan'],['0BvkDsjIUla7X0k6CSWh1I'],2011-08-09,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,4,Luke Bryan,3.5591166666666667,True
0cV4xwUA4ue2deqq4CZFko,I Don't Want This Night To End,67,219973,0,['Luke Bryan'],['0BvkDsjIUla7X0k6CSWh1I'],2011-08-09,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,4,Luke Bryan,3.6662166666666667,True
62oaDoBveZxvZb94ziiMXi,Somebody That I Used to Know,62,245755,0,"['Gotye', 'Kimbra']","['2AsusXITU8P25dlRNhcAbG', '6hk7Yq1DU9QcCCrz9uc0Ti']",2011-08-19,0.865,0.511,0,-6.983,1,0.0362,0.544,9.38e-05,0.102,0.774,129.059,4,Gotye,4.095916666666667,True
3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,73,167427,0,['Jake Owen'],['1n2pb9Tsfe4SwAjmUac6YT'],2011-08-26,0.6,0.808,4,-4.679,1,0.0403,0.208,0.0,0.196,0.809,172.016,4,Jake Owen,2.79045,True
3NcO4jGK1Opb5ea0mYLpxb,Good Feeling,60,248133,0,['Flo Rida'],['0jnsk9HBra6NMjO2oANoPY'],2011-08-29,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,Flo Rida,4.13555,True
1VdZ0vKfR5jneCmWIUAMxK,The A Team,77,258373,0,['Ed Sheeran'],['6eUKZXaKkcviH0Ku9w2n3V'],2011-09-09,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,4,Ed Sheeran,4.306216666666667,True
2OXidlnDThZR3zf36k6DVL,Just A Kiss,66,218840,0,['Lady A'],['32WkQRZEVKSzVAAYqukAEA'],2011-09-13,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,4,Lady A,3.6473333333333335,True
6j7hih15xG2cdYwIJnQXsq,Not Over You,71,218520,0,['Gavin DeGraw'],['5DYAABs8rkY9VhwtENoQCz'],2011-09-16,0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051,4,Gavin DeGraw,3.642,True
3m8CQnnfJJp4eQMWWl3zay,Drank in My Cup,65,232160,1,['Kirko Bangz'],['2r8r62VGJKGi463aH1HJUZ'],2011-09-16,0.451,0.632,8,-7.98,0,0.297,0.0114,0.0,0.198,0.234,132.89,4,Kirko Bangz,3.8693333333333335,True
1r3myKmjWoOqRip99CmSj1,Don't Wanna Go Home,66,206080,0,['Jason Derulo'],['07YZf4WDAMNwqr4jfgOZ8y'],2011-09-16,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,4,Jason Derulo,3.4346666666666668,True
2wAJTrFhCnQyNSD3oUgTZO,Work Out,81,235320,1,['J. Cole'],['6l3HvQ5sa6mXTsMTB19rO5'],2011-09-27,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004,4,J. Cole,3.922,True
0M3HkE321xpCbCYqVKzr1q,It Will Rain,76,257720,0,['Bruno Mars'],['0du5cEVh5yTK9QJze8zA0C'],2011-09-28,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,4,Bruno Mars,4.295333333333334,True
7B6m8tHAYZsOKOKMU5SR2n,Take A Back Road,69,209427,0,['Rodney Atkins'],['2qgvmDsc4jrqbAbjq1HGM2'],2011-10-04,0.581,0.856,3,-4.0,1,0.0783,0.183,0.0,0.0871,0.918,169.902,4,Rodney Atkins,3.49045,True
4YKAOXyqkKZ5gOZR0AmVMN,Red Solo Cup,67,223387,0,['Toby Keith'],['2bA6fzP0lMAQ4kz6CF61w8'],2011-10-21,0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17,4,Toby Keith,3.723116666666667,True
1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),76,221947,0,['Kelly Clarkson'],['3BmGtnKgCSGYIUhmivXKWX'],2011-10-24,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,4,Kelly Clarkson,3.699116666666667,True
6nek1Nin9q48AVZcWs9e9D,Paradise,81,278719,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2011-10-24,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,4,Coldplay,4.645316666666667,True
2mXsZsJBThTaJXbNcg5QD4,Mama's Broken Heart,68,177773,0,['Miranda Lambert'],['66lH4jAE7pqPlOlzUKbwA0'],2011-11-01,0.768,0.809,4,-4.204,0,0.0616,0.278,0.0,0.139,0.748,111.989,4,Miranda Lambert,2.9628833333333335,True
5InWRmnfgjVwQWoXHNBATu,Want U Back,68,214013,0,['Cher Lloyd'],['4m4SfDVbF5wxrwEjDKgi4k'],2011-11-07,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,4,Cher Lloyd,3.566883333333333,True
4Kz4RdRCceaA9VgTqBhBfa,The Motto,74,181573,1,"['Drake', 'Lil Wayne']","['3TVXtAsR1Inumwj472S9r4', '55Aa2cqylxrFIXC767Z865']",2011-11-15,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,4,Drake,3.0262166666666666,True
6LxSe8YmdPxy095Ux6znaQ,Headlines,74,235987,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2011-11-15,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,4,Drake,3.933116666666667,True
124NFj84ppZ5pAxTuVQYCQ,Take Care,74,277387,1,"['Drake', 'Rihanna']","['3TVXtAsR1Inumwj472S9r4', '5pKCCKE2ajJHZ9KAiaK11H']",2011-11-15,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4,Drake,4.623116666666666,True
1HtPv7lMPVAmyGr1zQ9tOK,Feel So Close,28,206813,0,['Calvin Harris'],['7CajNmpbOovFoOoasH2HaY'],2011-11-17,0.707,0.93,7,-2.855,1,0.031,0.000947,0.00675,0.212,0.894,127.94,4,Calvin Harris,3.4468833333333335,True
5WQQIDU3HRaMyPkob8mpFb,Where Have You Been,76,242680,0,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2011-11-18,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,127.963,4,Rihanna,4.044666666666667,True
6qn9YLKt13AGvpq9jfO8py,We Found Love,76,215227,0,"['Rihanna', 'Calvin Harris']","['5pKCCKE2ajJHZ9KAiaK11H', '7CajNmpbOovFoOoasH2HaY']",2011-11-18,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,4,Rihanna,3.5871166666666667,True
3Yt9lRtS5V4nbJnwcgFgvC,You Da One,67,200013,1,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2011-11-19,0.702,0.715,5,-5.377,0,0.0425,0.503,2.44e-05,0.126,0.863,127.05,4,Rihanna,3.33355,True
4EfN6bixdOOgoLYR5C4cWo,Birthday Cake,59,78200,1,['Rihanna'],['5pKCCKE2ajJHZ9KAiaK11H'],2011-11-19,0.702,0.826,3,-6.498,1,0.0529,0.32,0.000227,0.355,0.329,80.014,4,Rihanna,1.3033333333333332,True
2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,76,200467,0,['Hot Chelle Rae'],['6jTnHxhb6cDCaCu4rdvsQ0'],2011-11-25,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,4,Hot Chelle Rae,3.3411166666666667,True
6RrCh7L1a0SQEZOHPThVKB,"Young, Wild & Free",50,207507,0,"['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']","['7hJcb9fa4alzcOq3EaNPoG', '137W8MRPWKqSmrBGDBFSop', '0du5cEVh5yTK9QJze8zA0C']",2012-01-01,0.714,0.577,0,-8.861,1,0.19,0.0768,0.0,0.103,0.553,95.005,4,Snoop Dogg,3.45845,True
4QCVvLRNP45j83odN8Gzml,In The Dark,51,226227,0,['DEV'],['7Ip2u3e5Nv6fFb5xyIHxEE'],2012-01-01,0.736,0.824,8,-4.231,1,0.0672,0.00358,0.000921,0.329,0.443,124.954,4,DEV,3.77045,True
